大类,地区/小类,子类,地点,学校,活动名,群号,群名称,说明
地区性东方群,辽宁省,,大连市,,,203085108,大连东方Project同好会,
地区性东方群,辽宁省,,营口市,,,1058194441,百年港城の圣辇船,"营口地区车万同好会，欢迎大家来玩！官方网站：https://ykthp.zw05.top,点击图片即可浏览!"
地区性东方群,辽宁省,,鞍山市,,,928042289,鞍山THP(25年清明计划)·东方钢之都,鞍山THP交流群 欢迎各位同好入群
地区性东方群,辽宁省,,多地点：盘锦市、锦州市、阜新市、朝阳市、葫芦岛市,,,946540880,盘锦东方project同好会,盘锦、辽西东方project交流群 点击图片加入群聊
地区性东方群,辽宁省,,辽阳市,,,819850026,东方古襄平～Old Legends of Liaoyang.,
地区性东方群,辽宁省,,铁岭市,,,659158297,辽北车万研究学会,
地区性东方群,辽宁省,,本溪市,,,483026814,東旮旯,
地区性东方群,辽宁省,,多地点：锦州市、葫芦岛市、朝阳市、阜新市、盘锦市,,,122270787,辽西地区东方同好会,欢迎各位辽西地区的爱好者加入，正策划举办锦州THP
地区性东方群,辽宁省,,葫芦岛市,,,857232168,东方芦岛茶话会～Touhou Korotō Teahouse,葫芦岛市东方project爱好者同好会
地区性东方群,辽宁省,,丹东市,,,746454916,丹东车万同好会——锦江山的花之酒宴,欢迎丹东市和周边国家或地区的车万同好加入！
地区性东方群,吉林省,,长春市,,,851532015,吉林省THO/长春THP/吉林省东方Project同好会,
地区性东方群,吉林省,,多地点：长春市、吉林市,,,321850434,吉林东方众联盟,橙舞募集中！预定冬至拍！
地区性东方群,吉林省,,长春市农安县,,,774860749,农安县同好交流群,欢迎同好加入！！！
地区性东方群,吉林省,,吉林市,,,479132364,吉林市车万人交流群,给吉林市车万人（强调）一个温馨的家
地区性东方群,吉林省,,白城市,,,776398190,☆东方风之原☆东方project⛩️白城地区同好会,结界之内灯火华，宴游长歌欢愉尽。 何不痛饮鲵吞酒？酣畅乐游至初明~
地区性东方群,吉林省,,松原市,,,692243217,松原车万的曙光,
地区性东方群,吉林省,,四平市,,,831169378,东方整点薯条~四平东方群⭐,
地区性东方群,吉林省,,四平市伊通满族自治县,,,633320139,东方TH伊通同好交流会/伊通THP～波涛汹涌的大河之源,这里是伊通东方TH地方群/吉林伊通THP地方群，希望大家可以在本群玩得开心！
地区性东方群,吉林省,,延边朝鲜族自治州,,,666935865,延边•东方project同好群,
地区性东方群,吉林省,,白山市,,,863381451,神々が恋した幻想郷~白山东方project同好会,现名为シロヤマ東方グループ
地区性东方群,吉林省,,白山市,,,717826916,白头山东方同好会 今日千里马在飞奔！（现今群已被节操解散，节操已经流亡西部群）,
地区性东方群,吉林省,,辽源市,,,664670988,辽源东方Project同好会,
地区性东方群,吉林省,,辽源市,,,1021601024,辽河源头、人里樱花*辽源市东方Project同好群,
地区性东方群,吉林省,,多地点：白城市、白山市、松原市、四平市伊通满族自治县,,,981156727,未确认光盘💽d.i.s.c⛩️~光盘二社,本群作为上述几群的备用联合群（原东方project吉林东西部同好群），金色的幻想永远存在，任何的力量不能毁坏，一切皆已遁入幻想~
地区性东方群,吉林省,,长春市,,,1063952653,吉林省东方高校联合例会群,吉林省各高校东方爱好者例会举办群
地区性东方群,黑龙江省,,黑龙江省,,,97828913,冰都幻想乡🧊猫娘水着展览馆,用爱发电的东方同好会(军阀变破落户了，欢迎来把群盘活
地区性东方群,黑龙江省,,哈尔滨市,,,205126938,❄️2024.1.20.哈尔滨THP❄️哈好活交流群,哈尔滨东方同好活动交流群（我们的宗旨是：整个好活儿！）
地区性东方群,黑龙江省,,哈尔滨市木兰县,,,451211075,木兰东方同好群－东方围猎场,用香磨山水库发电的东方同好会（放心，这里一个木兰人都没有）
地区性东方群,黑龙江省,,大庆市,,,1036363302,东方冰华庆,用油发电的东方同好会（石油佬）
地区性东方群,黑龙江省,,佳木斯市,,,552950477,东之国的不眠夜·佳木斯东方同好群,用粮发电的东方同好会（向冰幻献上忠诚！）
地区性东方群,黑龙江省,,七台河市,,,827848715,七台河东方同好群～东方倭肯畔,用人发电的东方同好会（本地车万人活动大概是打舞立方）
地区性东方群,黑龙江省,,伊春市,,,621499194,东方林之都,用木材发电的东方同好会（虽然已经停止采伐了，伊春市的小伙伴们快快来啊，虽然群里人现在很少）
地区性东方群,黑龙江省,,齐齐哈尔市,,,561123675,齐齐哈尔THO—东方孤羽翎（齐齐哈尔东方同好会）,用重型机械发电的东方同好会（但是还是缺人）
地区性东方群,黑龙江省,,黑河市,,,951716721,黑河东方同好群,
地区性东方群,黑龙江省,,鸡西市,,,762470956,鸡西东方同好群,盛产世界文明（大嘘）的冷面辣菜的东方同好会
地区性东方群,黑龙江省,,牡丹江市,,,905382459,牡丹江东方同好群,宁古塔，八百里，曾是关外流放地……
地区性东方群,上海市,,上海市,,,682521161,TouHouup东方大合照!!,车车人合照群，活动很多 主要合照地点为上海CP以及上海THO或者长三角东方活动
地区性东方群,上海市,,上海市,,,484461085,TouHou Doge のバカ进行式,
地区性东方群,上海市,,上海市,,,869834541,沪上幻想游,"Touhou fans in Shanghai.There are no meet-ups, but every day feels like one./上海同好们的日常生活。"
地区性东方群,上海市,,上海市,,,891128323,上海东方project聊天群,本群没有活动举办，只是聊天 聊，随便聊（
地区性东方群,江苏省,,江苏省,,,927682440,江苏同好会东方会稽梦,
地区性东方群,江苏省,,江苏省,,,837975810,东方百景夜祭,
地区性东方群,江苏省,,南京市,,,870555749,南京THO交流群,
地区性东方群,江苏省,,南京市,,,867945874,南京幻想参拜道,
地区性东方群,江苏省,,苏州市,,,316669817,苏州东方project童萌会,
地区性东方群,江苏省,,苏州市昆山市,,,607720320,妖怪昆山,有线下活动
地区性东方群,江苏省,,苏州市昆山市,,,744319315,昆山东方同好会,（别彷徨，速速加上）
地区性东方群,江苏省,,苏州市常熟市,,,757655725,常熟东方Project同好会,
地区性东方群,江苏省,,苏州市张家港市,,,1097070993,张家港东方project同好会,只要喜欢东方，大家都是同志，欢迎进群来玩。
地区性东方群,江苏省,,无锡市,,,560852790,博丽大结界,冬季聚会筹备中
地区性东方群,江苏省,,无锡市宜兴市,,,743854625,宜兴东方project同好会,有线下活动
地区性东方群,江苏省,,常州市,,,921929742,常州东方~幻想乡,
地区性东方群,江苏省,,常州市武进区,,,1012491417,武进touhou project同好会,三周年！！！
地区性东方群,江苏省,,徐州市,,,261251252,徐州东方同好会,
地区性东方群,江苏省,,徐州市邳州市,,,808496623,下邳东方同好会,徐州东部地区的东方同好会，欢迎徐州和贾丰沛邳新睢的车车人入住，共建强富美高的新徐东（）
地区性东方群,江苏省,,镇江市,,,924158541,镇江车车同好会,
地区性东方群,江苏省,,扬州市,,,262850745,扬州东方同好会～新年快乐,
地区性东方群,江苏省,,扬州市江都区,,,196994174,江都东方project同好会——幻響重音结,
地区性东方群,江苏省,,泰州市,,,961379090,泰州东方同好会,十周年！！欢迎大家进来玩~
地区性东方群,江苏省,,盐城市,,,615087231,盐城东方project同好会,
地区性东方群,江苏省,,南通市,,,1048929006,南通东方project同好会,
地区性东方群,江苏省,,淮安市,,,658107342,淮安东方project同好会,
地区性东方群,江苏省,,连云港市,,,985668724,连云港东方project同好会,
地区性东方群,江苏省,,宿迁市,,,870153541,宿迁东方project同好会,好，来，都可以来，群还蛮大的x
地区性东方群,江苏省,,宿迁市泗阳县,,,980620226,东方幽幻堂~泗阳东方project同好会群,这里是宿迁市泗阳县东方爱好者交流群
地区性东方群,江苏省,,宿迁市沭阳县,,,1051993655,沭阳东方project同好会,这里是宿迁市沭阳县的东方爱好者交流群
地区性东方群,浙江省,,浙江省,,,651871340,浙江东方同好会,人很少的浙兰西车万群，在浙兰西待过的都能来
地区性东方群,浙江省,,杭州市,,,925268679,杭州东方同好会，欢迎杭州地区的车万人来玩！,
地区性东方群,浙江省,,杭州西,,,311347350,杭州西东方Project同好群,这里是杭州西东方Project同好群，想聊啥都行。只要别把本群搞没了。
地区性东方群,浙江省,,温州市,,,824084806,温州东方同好会,
地区性东方群,浙江省,,乐清市,,,976755819,乐清线下不一定聚会群,啊就是个同好群欢迎欢迎
地区性东方群,浙江省,,多地点：绍兴市嵊州市、绍兴市新昌县,,,578245149,東方剡游吟---嵊新东方同好群,欢迎泛临绍小片（？）地区车人参加！
地区性东方群,浙江省,,诸暨市,,,1062317649,诸暨市东方爱好者同好会,欢迎本地东方众和其他地区东方爱好者前来水群聊天！（绍兴市代辖县级市）欢迎各位竹鸡车车人！
地区性东方群,浙江省,,绍兴市上虞区,,,1071933375,绍兴市上虞区东方爱好者同好会,欢迎本地东方众和其他地区东方爱好者前来水群聊天！尤其欢迎上虞本地或者有打算来上虞游玩的东方众
地区性东方群,浙江省,,多地点：绍兴市柯桥区、绍兴市越城区,,,582933263,绍兴市柯桥区越城区爱好者同好会,欢迎本地东方众和其他地区东方爱好者前来水群聊天！尤其欢迎柯桥越城或者来柯桥越城游玩本地东方众！
地区性东方群,浙江省,,嘉兴市,,,1065416730,嘉兴THP~东方游船迷梦,
地区性东方群,浙江省,,台州市,,,964377143,台州东方捷运,台(Tāi)州，奇怪人的聚集地，活跃度超高的台州>东方的群
地区性东方群,浙江省,,湖州市,,,1017649376,雾之湖论坛,进了群就是雾之湖（(太湖)）的冰精了。目前主要整合了吴兴、长兴两地车车人，欢迎湖州车车人来玩！
地区性东方群,浙江省,,多地点：金华市、丽水市、衢州市,,,515125051,东方浙南西,真·浙兰西，原衢州东方同好会，现为金丽衢联省（群主上985就女装（√）），也欢迎其它地区的朋友
地区性东方群,浙江省,,丽水市遂昌县,,,937678694,东方萌次元•遂昌东方project交流群,这里是东方萌次元•遂昌东方project交流群～欢迎遂昌县及其他地区的车车人来van
地区性东方群,浙江省,,浙江省,,,1016593385,浙江县域东方联,浙江县域东方联，聊天氛围浓厚，偶有赛事举行。欢迎来玩
地区性东方群,浙江省,,温州市,,,1071353510,温高联/地区STG协会,虽然是温州群但欢迎各个地方的STG同好们！
地区性东方群,安徽省,,合肥市巢湖市,,,830861569,巢湖车万交流群,本群为巢湖东方Project交流群，欢迎来玩哟
地区性东方群,安徽省,,合肥市庐江县,,,665616266,庐⑨东方同好群,人太少啦，快多来点
地区性东方群,安徽省,,多地点：合肥市庐江县、安庆市桐城市,,,863441294,庐江桐城车万同好会,欢迎庐江跟桐城的同好们来玩
地区性东方群,安徽省,,芜湖市,,,1004198935,芜湖东方同好会,欢迎芜湖及周边地区的朋友来玩！
地区性东方群,安徽省,,芜湖市繁昌区,,,939753490,芜湖繁昌TOUHOU PROJECT同好会,这是及具TOUHOU的，欢迎交流。
地区性东方群,安徽省,,滁州市,,,444285458,滁州东方同好会,新群人少，快过来玩啊
地区性东方群,安徽省,,阜阳市,,,881624683,阜阳东方同好会,
地区性东方群,安徽省,,安庆市,,,925313594,安庆东方众联谊群,
地区性东方群,安徽省,,马鞍山市,,,864471000,东方舞梨雨,也是安徽工业大学东方众同好群
地区性东方群,安徽省,,亳州市,,,591112641,亳州东方厨师交流群,
地区性东方群,安徽省,,宿州市,,,544016673,宿州东方同好群,欢迎宿州及周边地区的朋友们来玩
地区性东方群,安徽省,,宿州市,,,857668360,宿州新东方,
地区性东方群,安徽省,,宿州市泗县,,,182344262,泗县东方同好群,泗县车车人的家园()
地区性东方群,安徽省,,宿州市萧县,,,326515155,萧县东方同好群,萧萧古国千载变，忆幻淮海梦云烟
地区性东方群,安徽省,,蚌埠市,,,1070878094,蚌埠THP01-东方怀夏赋,
地区性东方群,安徽省,,六安市,,,814313588,六安东方Project同好会,
地区性东方群,安徽省,,宣城市,,,892189602,宣城东方Project,车万群
地区性东方群,安徽省,,淮南市,,,925543314,淮南车万黑手交流群,
地区性东方群,安徽省,,淮北市,,,913240436,淮北アリス幻樂團,淮北的风景好滴很呐（来，都可以来！）
地区性东方群,安徽省,,铜陵市,,,343308417,銅陵車車人聯誼會~東方不夜城,
地区性东方群,安徽省,,池州市,,,583607423,池州东方Project愛好者,
地区性东方群,安徽省,,黄山市,,,723858212,东方鸽子屋,
地区性东方群,福建省,,福建省,,,535149289,福建东方同好会,
地区性东方群,福建省,,福州市,,,715159724,福州东方秘封俱乐部,
地区性东方群,福建省,,福州市连江县,,,553746711,🌊福连雾之湖🌊,←群链接[点击图片]～欢迎来到海与山的境界～诚邀两岸和海内外同好来玩🏖
